booking_id,months_as_member,hours_before,day_of_week,part_of_day,category,attended,day_of_month
1978,15,24,Mon,AM,Class,1,17
1979,8,24,Monday,AM,Gym,1,17
1980,11,24,Sat,AM,Gym,1,22
1981,7,24,Sat,AM,Gym,1,22
1982,9,24,Sat,AM,Gym,0,22
1983,12,24,Sat,AM,Gym,1,22
1984,7,24,Sun,AM,Class,1,23
1985,11,24,Sun,AM,Class,1,23
1986,8,24,Sun,AM,Gym,1,23
1987,65,24,Sun,PM,Gym,1,23
1988,3,24,Sun,PM,Gym,1,23
1989,20,56,Thu,AM,Class,1,13
1990,5,35,Sun,AM,Gym,1,9
1991,14,24,Mon,AM,Gym,1,10
1992,20,33,Mon,AM,Gym,1,10
1993,25,52,Fri,AM,Class,1,14
1994,21,36,Sun,PM,Gym,1,16
1995,10,22,Wednesday,AM,Gym,1,12
1996,19,8,Fri,AM,Gym,0,14
1997,13,8,Fri,AM,Gym,1,7
1998,19,3,Tue,PM,Class,1,4
1999,3,27,Tue,AM,Class,1,4
2000,13,53,Wed,PM,Gym,0,5
2001,35,36,Fri,AM,Gym,1,14
2002,12,18,Fri,AM,Gym,1,7
2003,7,47,Fri,AM,Class,1,7
2004,11,38,Tue,PM,Gym,1,11
2005,4,39,Mon,AM,Class,1,3
2006,7,10,Sun,AM,Gym,1,16
2007,8,42,Mon,AM,Gym,1,10
2008,19,38,Fri,AM,Gym,1,7
2009,9,50,Mon,AM,Class,1,3
2010,17,56,Wed,PM,Gym,1,5
2011,13,28,Tue,AM,Class,1,11
2012,16,33,Sun,AM,Gym,1,9
2013,13,45,Mon,PM,Gym,1,10
2014,6,44,Sat,AM,Class,1,8
2015,7,7,Wed,PM,Gym,1,12
2016,14,1,Sun,AM,Gym,1,9
2017,13,31,Thu,AM,Class,1,6
2018,3,19,Fri,AM,Class,0,14
2019,10,31,Fri,AM,Gym,1,7
2020,13,46,Tue,PM,Class,1,4
2021,8,14,Fri,PM,Gym,1,14
2022,25,15,Mon,AM,Class,1,10
2023,14,27,Mon,AM,Gym,1,10
2024,13,35,Mon,AM,Gym,1,3
2025,7,54,Mon,PM,Gym,0,3
2026,11,4,Fri,AM,Gym,1,14
2027,5,46,Thu,AM,Class,1,6
2028,19,13,Thu,AM,Gym,1,6
2029,12,4,Thu,PM,Gym,1,13
2030,5,20,Mon,AM,Gym,1,3
2031,9,42,Sun,AM,Gym,1,9
2032,20,19,Fri,AM,Class,1,14
2033,11,54,Tue,AM,Class,1,4
2034,14,9,Fri,AM,Gym,1,7
2035,4,32,Sun,AM,Gym,1,9
2036,12,55,Sun,AM,Gym,0,16
2037,17,1,Mon,AM,Gym,1,3
2038,5,7,Sat,AM,Gym,1,15
2039,37,9,Fri,AM,Class,1,7
2040,3,45,Thu,AM,Gym,1,13
2041,41,50,Mon,AM,Gym,1,10
2042,11,39,Thu,PM,Gym,1,13
2043,16,26,Tue,AM,Class,1,11
2044,15,25,Sun,AM,Gym,1,23
2045,3,25,Thu,PM,Gym,1,20
2046,8,25,Thu,AM,Class,1,20
2047,11,25,Tue,PM,Gym,1,18
2048,3,25,Tue,PM,Gym,1,18
2049,37,25,Tue,AM,Class,1,18
2050,8,25,Tue,PM,Gym,1,18
2051,33,25,Wed,PM,Class,1,19
2052,7,25,Wed,PM,Gym,1,19
2053,18,25,Fri,AM,Class,1,21
2054,17,25,Fri,AM,Gym,0,21
2055,8,25,Fri,AM,Gym,1,21
2056,21,25,Fri,AM,Gym,0,21
2057,13,25,Mon,PM,Gym,1,17
2058,14,25,Mon,AM,Gym,1,17
2059,14,25,Mon,AM,Class,1,17
2060,15,25,Sat,PM,Gym,1,22
2061,28,25,Sat,AM,Gym,1,22
2062,23,25,Sat,AM,Class,1,22
2063,14,21,Mon,AM,Gym,1,3
2064,8,27,Tue,AM,Class,1,11
2065,8,12,Fri,AM,Gym,1,14
2066,8,2,Tue,PM,Gym,1,11
2067,41,11,Fri,AM,Gym,1,7
2068,53,13,Fri,AM,Gym,0,14
2069,19,20,Sun,AM,Class,0,16
2070,12,3,Sun,PM,Gym,0,9
2071,5,7,Fri,AM,Class,1,14
2072,8,38,Sat,AM,Gym,0,8
2073,14,37,Thu,AM,Gym,1,6
2074,8,23,Mon,AM,Class,1,10
2075,23,7,Sun,AM,Class,0,16
2076,10,1,Thu,PM,Class,1,13
2077,10,22,Sat,AM,Class,1,15
2078,12,51,Sun,PM,Gym,1,9
2079,24,12,Tue,AM,Gym,1,4
2080,17,29,Wed,PM,Class,0,12
2081,10,35,Fri,PM,Class,1,14
2082,12,1,Sun,AM,Gym,1,16
2083,10,20,Mon,AM,Gym,1,10
2084,25,48,Mon,AM,Class,1,10
2085,4,10,Sun,AM,Gym,1,9
2086,13,42,Wed,PM,Class,1,12
2087,6,25,Fri,AM,Class,1,7
2088,15,53,Sun,AM,Gym,1,16
2089,21,5,Sun,PM,Gym,1,16
2090,20,39,Fri,AM,Gym,1,14
2091,27,7,Fri,AM,Class,1,14
2092,11,17,Thu,AM,Gym,1,13
2093,6,24,Wed,PM,Gym,1,5
2094,12,20,Tue,AM,Gym,0,11
2095,5,54,Fri,PM,Gym,1,7
2096,14,40,Fri,AM,Gym,1,7
2097,8,1,Mon,AM,Gym,1,3
2098,6,9,Fri,AM,Class,1,14
2099,8,31,Mon,AM,Gym,1,10
2100,12,27,Thu,AM,Gym,1,6
2101,14,22,Thu,AM,Gym,1,6
2102,16,54,Mon,AM,Gym,1,3
2103,20,47,Tue,PM,Gym,1,4
2104,2,38,Tue,PM,Gym,1,4
2105,22,22,Fri,PM,Gym,1,14
2106,9,45,Mon,AM,Gym,0,10
2107,18,6,Sat,AM,Gym,1,8
2108,34,1,Sun,AM,Class,0,9
2109,20,45,Sat,AM,Class,1,8
2110,25,30,Tue,PM,Gym,1,4
2111,5,23,Fri,AM,Class,0,14
2112,27,11,Wednesday,PM,Gym,1,12
2113,25,26,Sun,AM,Gym,1,23
2114,6,26,Sun,PM,Class,0,23
2115,17,26,Sun,AM,Class,0,23
2116,13,26,Thu,PM,-,1,20
2117,13,26,Tue,PM,Gym,0,18
2118,8,26,Tue,AM,Class,1,18
2119,5,26,Tue,AM,Class,1,18
2120,13,26,Tue,PM,Gym,1,18
2121,107,26,Tue,PM,Gym,1,18
2122,16,26,Tue,AM,Gym,1,18
2123,8,26,Wed,PM,Gym,1,19
2124,40,26,Wed,PM,Class,1,19
2125,6,26,Wednesday,PM,Gym,1,19
2126,12,26,Fri,AM,Class,1,21
2127,9,26,Fri,AM,Class,1,21
2128,10,26,Fri,AM,Gym,1,21
2129,8,26,Mon,AM,Class,0,17
2130,18,26,Mon,AM,Class,1,17
2131,2,26,Mon,AM,Class,1,17
2132,9,26,Mon,AM,Class,1,17
2133,12,26,Mon,AM,Gym,1,17
2134,11,26,Mon,PM,Gym,1,17
2135,6,26,Sat,AM,Gym,1,22
2136,20,26,Sat,AM,Class,1,22
2137,22,26,Sun,PM,Class,0,23
2138,148,26,Sun,PM,Class,1,23
2139,20,26,Sun,AM,Class,1,23
2140,27,26,Sun,PM,Class,1,23
2141,11,26,Sun,AM,Gym,1,23
2142,7,26,Thu,AM,Class,1,20
2143,8,26,Thu,AM,Gym,1,20
2144,34,26,Thu,AM,Class,1,20
2145,7,26,Thu,PM,Class,1,20
2146,29,26,Tue,AM,Gym,1,18
2147,3,26,Tue,PM,Gym,1,18
2148,58,26,Tue,AM,Gym,1,18
2149,17,38,Tue,PM,Class,1,4
2150,7,46,Fri,AM,Gym,0,7
2151,13,43,Fri,AM,Gym,1,14
2152,6,23,Mon,AM,Gym,1,10
2153,9,39,Sat,AM,Gym,0,15
2154,13,35,Fri,AM,Class,1,14
2155,5,56,Mon,AM,Gym,1,10
2156,5,35,Thu,AM,Gym,1,13
2157,12,22,Thu,AM,Gym,1,13
2158,29,33,Sat,PM,Gym,1,15
2159,2,15,Sat,AM,Class,1,8
2160,8,51,Thu,AM,Gym,1,6
2161,10,51,Mon,AM,Class,1,3
2162,7,51,Wed,AM,Gym,0,5
2163,54,51,Mon,AM,Gym,1,10
2164,16,9,Tue,AM,Gym,1,4
2165,4,41,Fri,AM,Gym,0,7
2166,7,43,Tue,AM,Class,1,11
2167,23,29,Wed,PM,Gym,1,12
2168,57,31,Fri,AM,Gym,1,7
2169,105,10,Sat,AM,Class,1,8
2170,53,7,Sun,PM,Gym,1,16
2171,15,31,Tue,AM,Gym,1,11
2172,4,2,Fri,AM,Gym,1,14
2173,5,34,Sun,AM,Gym,1,9
2174,3,32,Fri,AM,Gym,1,7
2175,8,19,Sat,AM,Gym,1,8
2176,17,34,Sat,AM,Gym,0,8
2177,2,5,Wed,AM,Gym,1,5
2178,14,47,Fri,AM,Class,1,7
2179,12,9,Sun,AM,Class,1,9
2180,7,16,Tue,PM,Gym,0,4
2181,16,28,Tue,PM,Gym,0,11
2182,8,3,Sat,AM,Gym,1,8
2183,13,22,Fri.,AM,Gym,1,7
2184,18,33,Mon,AM,Class,1,10
2185,9,54,Sat,PM,Gym,0,15
2186,6,42,Thu,PM,Class,1,6
2187,25,27,Fri,AM,Class,1,7
2188,8,26,Thu,PM,Gym,1,13
2189,6,15,Fri,AM,Class,1,14
2190,17,27,Wed,PM,Class,1,19
2191,7,27,Wed,AM,Gym,1,19
2192,12,27,Wed,PM,Gym,1,19
2193,3,27,Fri,AM,Gym,1,21
2194,26,27,Fri,AM,Gym,1,21
2195,21,27,Fri,AM,Gym,1,21
2196,24,27,Fri,AM,Gym,1,21
2197,62,27,Fri,AM,Gym,1,21
2198,27,27,Mon,AM,Class,1,17
2199,3,27,Sat,PM,Gym,0,22
2200,41,27,Sat,AM,Class,1,22
2201,16,27,Sat,AM,Gym,1,22
2202,52,27,Sat,AM,Gym,1,22
2203,44,27,Sat,AM,Gym,1,22
2204,26,27,Sat,PM,Gym,1,22
2205,9,27,Sun,AM,Gym,1,23
2206,10,27,Sun,AM,Gym,1,23
2207,3,27,Sun,PM,Class,0,23
2208,20,27,Sun,AM,Gym,1,23
2209,4,27,Sun,AM,Gym,1,23
2210,58,27,Sun,PM,Gym,1,23
2211,18,27,Sun,AM,Class,1,23
2212,14,27,Sun,AM,Class,0,23
2213,18,27,Thu,PM,Gym,1,20
2214,10,27,Thu,PM,Gym,1,20
2215,29,27,Thu,AM,Gym,1,20
2216,13,27,Thu,AM,Gym,1,20
2217,6,27,Thu,PM,Class,1,20
2218,12,27,Thu,AM,Gym,1,20
2219,22,27,Thu,AM,Gym,1,20
2220,26,27,Thu,AM,Class,0,20
2221,15,27,Thu,AM,Gym,1,20
2222,1,22,Fri.,PM,Class,1,7
2223,14,22,Sun,AM,Gym,1,16
2224,3,46,Fri,AM,Gym,0,7
2225,5,15,Mon,AM,Gym,1,3
2226,7,21,Sun,AM,Gym,0,9
2227,3,26,Sun,AM,Gym,1,16
2228,17,42,Tue,AM,Class,1,11
2229,15,24,Sat,AM,Gym,1,8
2230,5,16,Mon,AM,Gym,1,3
2231,3,21,Sat,AM,Gym,1,15
2232,3,17,Sat,AM,Gym,1,15
2233,8,30,Sun,PM,Gym,1,16
2234,9,52,Thu,AM,Class,1,13
2235,12,15,Thu,PM,Class,0,13
2236,9,50,Sat,AM,Gym,1,8
2237,4,6,Thu,AM,Gym,1,6
2238,5,36,Fri,AM,Gym,1,14
2239,4,3,Thu,PM,Class,1,6
2240,51,19,Fri,AM,-,1,7
2241,36,34,Mon,PM,Gym,1,3
2242,13,5,Thu,AM,Gym,1,6
2243,14,51,Tue,AM,Gym,1,4
2244,9,45,Wednesday,PM,Gym,1,12
2245,9,54,Sun,AM,Gym,1,9
2246,20,30,Sun,AM,Class,1,9
2247,47,31,Fri,AM,Gym,1,7
2248,5,13,Fri,AM,Gym,1,7
2249,10,1,Sun,AM,Gym,1,16
2250,20,29,Sat,AM,Class,1,8
2251,58,25,Sat,PM,Gym,1,8
2252,20,38,Fri,AM,Gym,1,7
2253,13,13,Sun,AM,Gym,1,16
2254,17,53,Sun,AM,Gym,0,16
2255,18,31,Wed,AM,Class,1,12
2256,20,31,Mon,AM,Class,1,10
2257,7,32,Wednesday,PM,Class,1,12
2258,6,21,Thu,AM,Class,1,13
2259,7,9,Thu,PM,Gym,1,13
2260,38,15,Fri,AM,Gym,1,14
2261,13,22,Mon,AM,Class,1,10
2262,6,1,Sun,AM,Gym,1,16
2263,6,41,Fri,AM,Class,1,14
2264,24,40,Sat,AM,Gym,1,15
2265,7,51,Thu,AM,Class,0,13
2266,7,18,Sat,AM,Gym,0,8
2267,6,55,Fri,AM,Class,1,7
2268,10,34,Mon,AM,Class,1,3
2269,19,35,Sun,AM,Class,1,16
2270,27,51,Sat,AM,Gym,1,8
2271,111,24,Mon,AM,Gym,1,10
2272,16,42,Sat,AM,Gym,0,8
2273,13,17,Sat,AM,Gym,1,8
2274,20,11,Thu,AM,Gym,1,13
2275,8,36,Tue,AM,Gym,1,4
2276,15,51,Sun,AM,Class,1,9
2277,45,18,Tue,AM,Gym,1,11
2278,16,39,Tue,AM,Gym,1,11
2279,8,50,Tue,AM,Class,1,11
2280,41,33,Sun,AM,Gym,1,16
2281,8,33,Sun,PM,Gym,0,16
2282,2,40,Sun,AM,Class,1,16
2283,19,33,Fri,AM,Class,1,7
2284,5,18,Thu,PM,Gym,1,13
2285,14,28,Thu,AM,Class,0,20
2286,48,28,Thu,AM,Gym,1,20
2287,9,28,Wed,AM,Gym,1,19
2288,18,28,Fri,AM,Gym,1,21
2289,8,28,Fri,AM,Gym,1,21
2290,15,28,Fri,AM,Gym,1,21
2291,13,28,Fri,AM,Gym,1,21
2292,28,28,Fri,AM,Gym,1,21
2293,23,28,Fri.,AM,Gym,0,21
2294,31,28,Mon,AM,Class,1,17
2295,43,28,Mon,AM,Gym,1,17
2296,9,28,Mon,AM,Gym,1,17
2297,53,28,Sat,AM,Gym,1,22
2298,3,28,Sat,AM,Gym,1,22
2299,6,28,Sun,AM,Class,0,23
2300,13,28,Sun,AM,Gym,1,23
2301,6,28,Sun,PM,Gym,1,23
2302,12,28,Sun,AM,Class,1,23
2303,12,28,Sun,AM,Gym,0,23
2304,7,28,Sun,PM,Gym,0,23
2305,20,28,Sun,PM,Class,1,23
2306,10,28,Thu,PM,Gym,1,20
2307,11,28,Thu,PM,Gym,1,20
2308,16,28,Thu,AM,Class,1,20
2309,7,28,Thu,AM,Class,1,20
2310,5,51,Thu,AM,Gym,1,6
2311,8,37,Wednesday,PM,Gym,1,5
2312,13,32,Tue,AM,Gym,1,4
2313,5,17,Tue,AM,Gym,1,11
2314,14,8,Thu,AM,Gym,1,13
2315,6,53,Fri,AM,Class,1,14
2316,18,8,Fri.,AM,Gym,1,7
2317,11,19,Sun,AM,Class,0,16
2318,6,14,Thu,AM,Gym,1,6
2319,25,50,Thu,AM,Class,1,13
2320,6,6,Sun,PM,Gym,1,9
2321,20,50,Mon,AM,Gym,1,3
2322,19,41,Tue,PM,Class,1,11
2323,7,22,Sun,AM,Class,1,16
2324,8,40,Fri,AM,Class,0,7
2325,10,29,Fri,AM,Gym,1,7
2326,12,46,Mon,AM,Gym,1,10
2327,23,29,Sat,AM,Gym,0,15
2328,31,53,Sun,AM,Class,1,16
2329,6,22,Thu,AM,Gym,1,6
2330,7,45,Thu,AM,Gym,1,6
2331,11,7,Fri,AM,Class,1,14
2332,9,19,Mon,AM,Gym,1,10
2333,20,26,Fri,AM,Gym,1,14
2334,8,25,Fri.,AM,Class,1,7
2335,6,20,Thu,AM,Class,1,13
2336,25,8,Tue,PM,Gym,1,11
2337,2,27,Fri.,AM,Gym,1,14
2338,21,3,Mon,AM,Gym,1,3
2339,9,28,Sun,AM,Gym,1,9
2340,20,51,Fri,AM,Class,1,14
2341,7,26,Fri,AM,Class,1,14
2342,9,35,Sat,AM,Gym,1,8
2343,10,27,Mon,AM,Gym,1,10
2344,9,18,Tue,AM,Gym,1,4
2345,17,13,Fri,AM,Gym,1,14
2346,21,53,Tue,AM,Class,0,11
2347,39,24,Fri,AM,Gym,1,7
2348,20,23,Mon,AM,Class,1,10
2349,16,51,Sat,AM,Class,1,15
2350,19,32,Sat,PM,Gym,1,8
2351,15,2,Sun,AM,Gym,1,9
2352,8,27,Sat,AM,Class,1,15
2353,28,36,Wed,AM,Gym,1,12
2354,13,29,Thu,AM,Gym,1,20
2355,9,29,Tue,AM,Class,1,18
2356,2,29,Wed,PM,Gym,1,19
2357,7,29,Fri,AM,Gym,0,21
2358,9,29,Fri,AM,Gym,1,21
2359,21,29,Fri.,AM,Class,1,21
2360,14,29,Fri.,PM,Class,1,21
2361,52,29,Mon,AM,Class,1,17
2362,5,29,Mon,AM,Gym,1,17
2363,97,29,Mon,AM,Gym,1,17
2364,20,29,Mon,AM,Class,1,17
2365,8,29,Mon,AM,Class,1,17
2366,12,29,Mon,PM,Gym,1,17
2367,4,29,Sat,AM,Class,1,22
2368,15,29,Sat,AM,Class,0,22
2369,5,44,Mon,AM,Class,1,3
2370,6,21,Thu,PM,Class,1,6
2371,8,35,Wednesday,AM,Gym,1,12
2372,20,21,Sat,AM,Gym,1,15
2373,8,53,Tue,PM,Class,1,11
2374,66,15,Fri,AM,Gym,1,14
2375,9,53,Sun,PM,Gym,0,9
2376,3,35,Sat,AM,Gym,1,15
2377,35,27,Fri,AM,Class,1,7
2378,4,2,Sun,AM,Class,1,9
2379,12,38,Tue,AM,Class,1,4
2380,21,39,Sun,AM,Class,1,16
2381,7,19,Thu,PM,Class,1,6
2382,3,50,Thu,AM,Class,1,6
2383,6,25,Tue,PM,Class,1,11
2384,7,46,Mon,AM,Class,1,10
2385,5,34,Thu,PM,Class,1,13
2386,4,5,Thu,AM,Gym,1,13
2387,13,27,Thu,PM,Class,1,13
2388,1,43,Tue,AM,Class,1,4
2389,5,38,Wed,AM,Gym,1,5
2390,8,11,Thu,AM,Class,1,13
2391,5,16,Fri,AM,Gym,1,7
2392,52,3,Thu,PM,Gym,1,13
2393,4,14,Fri,AM,Class,1,14
2394,8,43,Wed,PM,Class,1,5
2395,8,40,Sat,AM,Class,1,8
2396,39,17,Mon,PM,Class,1,10
2397,11,36,Sun,AM,Gym,1,9
2398,54,16,Tue,PM,Gym,1,4
2399,13,11,Tue,AM,Class,1,4
2400,10,20,Fri,AM,Class,1,7
2401,7,43,Sun,AM,Class,1,9
2402,15,13,Sat,AM,Class,0,8
2403,35,22,Tue,AM,Gym,1,4
2404,42,50,Fri,AM,Class,1,14
2405,18,39,Tue,PM,Gym,1,11
2406,2,10,Sat,AM,Gym,1,15
2407,10,33,Sun,PM,Gym,1,16
2408,14,40,Sun,AM,Gym,1,9
2409,8,17,Wed,PM,Class,1,5
2410,11,53,Mon,AM,Gym,0,10
2411,42,11,Sun,AM,Gym,1,9
2412,13,33,Tue,AM,Class,1,11
2413,26,38,Mon,AM,Gym,1,3
2414,13,36,Tue,AM,Gym,1,4
2415,11,2,Fri,AM,Class,1,14
2416,28,50,Sat,AM,Gym,1,8
2417,6,26,Sun,AM,Class,1,9
2418,19,50,Tue,AM,Gym,1,4
2419,19,36,Fri,AM,Class,1,14
2420,18,18,Tue,AM,Gym,1,11
2421,8,9,Sat,AM,Class,0,15
2422,23,17,Wed,PM,Gym,0,5
2423,8,30,Sat,AM,Gym,1,22
2424,33,30,Sat,AM,Gym,1,22
2425,5,30,Sat,PM,Gym,1,22
2426,11,30,Sun,PM,Gym,1,23
2427,16,30,Sun,AM,Gym,0,23
2428,7,30,Sun,PM,Class,1,23
2429,10,30,Sun,PM,Gym,1,23
2430,38,30,Sun,AM,Gym,1,23
2431,20,30,Thu,PM,Class,1,20
2432,27,30,Thu,AM,Class,1,20
2433,17,30,Thu,PM,Class,1,20
2434,20,30,Thu,AM,Gym,1,20
2435,6,30,Thu,AM,Gym,1,20
2436,5,30,Thu,AM,Class,1,20
2437,11,30,Tue,PM,Class,0,18
2438,4,30,Wednesday,PM,Class,1,19
2439,21,30,Fri,AM,Gym,1,21
2440,23,30,Fri,AM,Class,1,21
2441,6,30,Fri,PM,Gym,0,21
2442,5,5,Sun,AM,Class,1,9
2443,19,14,Wed,AM,Class,1,12
2444,23,10,Thu,AM,Class,1,13
2445,5,35,Fri.,AM,Class,1,7
2446,18,2,Sat,AM,Class,1,8
2447,42,13,Fri,AM,Gym,1,14
2448,12,15,Mon,AM,Gym,1,10
2449,24,44,Thu,AM,Gym,1,13
2450,18,30,Tue,PM,Class,1,11
2451,21,15,Fri.,AM,Class,1,7
2452,20,26,Thu,AM,Gym,1,6
2453,13,51,Sun,AM,Gym,1,9
2454,20,30,Thu,AM,Class,1,13
2455,9,6,Thu,PM,Class,1,13
2456,25,21,Thu,AM,Gym,1,6
2457,17,51,Fri,AM,Class,1,14
2458,8,32,Fri,AM,Class,1,7
2459,14,4,Sat,AM,Gym,1,8
2460,7,8,Sun,PM,Gym,1,16
2461,12,32,Wednesday,AM,Class,1,12
2462,21,25,Tue,PM,Class,1,4
2463,30,39,Sat,PM,Class,1,15
2464,38,12,Wed,AM,Gym,1,5
2465,22,20,Fri,AM,Class,0,7
2466,13,24,Wednesday,PM,Class,1,12
2467,29,29,Thu,PM,Gym,1,6
2468,7,33,Tue,AM,Gym,1,4
2469,8,5,Fri,AM,Gym,1,7
2470,22,1,Sat,PM,Gym,1,8
2471,6,24,Sun,PM,Gym,1,16
2472,8,1,Tue,AM,Gym,1,11
2473,34,18,Fri,AM,Class,1,7
2474,37,6,Thu,AM,Gym,1,13
2475,11,46,Mon,AM,Gym,1,3
2476,4,54,Thu,AM,Gym,1,13
2477,15,37,Wednesday,AM,Gym,1,5
2478,9,20,Sun,AM,Gym,1,16
2479,32,22,Wed,PM,Class,1,12
2480,7,29,Sun,AM,Gym,1,16
2481,41,27,Tue,AM,Gym,1,11
2482,21,34,Tue,PM,Class,0,4
2483,26,5,Sat,AM,Gym,1,8
2484,38,39,Tue,AM,Class,1,11
2485,13,23,Sat,AM,Gym,1,8
2486,9,48,Thu,PM,Class,1,6
2487,14,56,Sun,AM,Gym,1,16
2488,12,21,Mon,AM,Gym,1,3
2489,11,41,Fri,AM,Class,0,14
2490,13,25,Mon,AM,Class,1,3
2491,21,2,Thu,AM,Class,1,6
2492,17,9,Wednesday,AM,Gym,1,12
2493,6,21,Mon,PM,Gym,1,3
2494,14,3,Thu,PM,Gym,1,13
2495,14,17,Mon,AM,Gym,0,10
2496,14,56,Fri,AM,Class,1,14
2497,26,4,Tue,PM,Gym,1,11
2498,23,35,Thu,PM,Class,0,6
2499,10,31,Sat,AM,Class,1,15
2500,27,28,Sat,AM,Class,1,8
2501,14,14,Tue,AM,Class,1,11
2502,21,36,Thu,AM,Class,1,6
2503,6,17,Tue,AM,Class,1,11
2504,20,31,Fri,AM,Class,1,21
2505,5,31,Fri,AM,Gym,1,21
2506,14,31,Fri,AM,Class,1,21
2507,12,31,Fri.,AM,Class,1,21
2508,18,31,Mon,AM,Gym,0,17
2509,12,31,Mon,AM,Gym,1,17
2510,17,31,Mon,AM,Class,1,17
2511,43,31,Mon,AM,Gym,1,17
2512,8,31,Sat,AM,Gym,1,22
2513,19,31,Sat,PM,Class,1,22
2514,8,31,Sat,AM,Gym,0,22
2515,7,31,Sun,AM,Gym,1,23
2516,7,31,Sun,PM,Gym,1,23
2517,17,31,Sun,AM,Gym,1,23
2518,6,31,Sun,AM,Class,0,23
2519,17,31,Sun,AM,Gym,1,23
2520,18,31,Thu,PM,Class,1,20
2521,19,31,Thu,AM,Class,1,20
2522,13,31,Thu,AM,Class,1,20
2523,22,31,Thu,AM,Class,1,20
2524,10,31,Thu,PM,Class,1,20
2525,10,31,Thu,AM,Class,1,20
2526,13,31,Thu,PM,Class,0,20
2527,10,25,Thu,AM,Gym,1,13
2528,15,30,Tue,AM,Gym,1,4
2529,16,16,Wed,PM,Class,1,12
2530,11,11,Sat,AM,Gym,1,8
2531,5,52,Wed,PM,Gym,1,5
2532,22,16,Mon,AM,Class,1,3
2533,8,41,Fri,AM,Gym,1,14
2534,13,18,Thu,PM,Gym,1,13
2535,16,35,Mon,AM,Gym,1,10
2536,21,18,Mon,AM,Class,1,10
2537,1,26,Thu,AM,Class,1,13
2538,6,47,Sat,AM,Gym,1,8
2539,5,15,Wednesday,AM,Gym,1,5
2540,37,48,Mon,AM,Gym,1,3
2541,7,23,Sat,PM,Class,1,15
2542,18,16,Sun,AM,Class,1,16
2543,9,49,Fri,PM,Gym,1,14
2544,12,38,Thu,PM,Gym,1,6
2545,8,8,Sat,AM,Class,1,15
2546,3,12,Thu,AM,Class,1,6
2547,15,1,Wednesday,AM,Gym,0,5
2548,9,31,Monday,AM,Gym,1,10
2549,13,26,Tue,PM,Gym,0,4
2550,14,23,Wednesday,PM,Gym,1,5
2551,9,29,Mon,AM,Class,1,10
2552,18,12,Sun,PM,Class,1,16
2553,65,54,Sun,PM,Gym,1,16
2554,4,32,Wed,PM,Gym,1,12
2555,5,33,Thu,AM,Class,1,13
2556,24,16,Mon,AM,Gym,1,3
2557,23,42,Wednesday,AM,Class,1,5
2558,5,26,Thu,AM,Class,1,13
2559,4,24,Fri,AM,Gym,1,14
2560,52,35,Sat,AM,Class,1,15
2561,19,34,Sun,AM,Gym,1,16
2562,12,52,Tue,PM,Class,1,11
2563,15,27,Fri.,AM,Class,0,14
2564,4,45,Sat,AM,Class,0,15
2565,8,22,Sun,AM,Class,1,16
2566,13,52,Wed,PM,Gym,1,12
2567,8,9,Sat,AM,Class,1,8
2568,13,1,Tue,AM,Class,1,4
2569,23,21,Mon,PM,Class,1,3
2570,11,54,Fri,AM,Gym,0,7
2571,16,23,Mon,AM,Class,1,3
2572,12,49,Fri,AM,Gym,1,7
2573,13,32,Tue,PM,Class,1,18
2574,15,32,Tue,AM,Gym,1,18
2575,17,32,Tue,AM,Class,1,18
2576,7,32,Wed,PM,Class,0,19
2577,3,32,Wed,PM,Gym,1,19
2578,7,32,Fri,AM,Class,1,21
2579,13,32,Fri,AM,Class,1,21
2580,19,32,Fri,AM,Gym,1,21
2581,15,32,Fri,AM,Gym,0,21
2582,34,32,Fri,AM,Class,1,21
2583,8,32,Fri,AM,Class,1,21
2584,20,32,Fri,AM,Gym,1,21
2585,11,32,Fri,AM,Class,1,21
2586,29,32,Fri,AM,Class,1,21
2587,14,32,Fri.,AM,Class,1,21
2588,17,32,Mon,AM,-,1,17
2589,11,32,Mon,AM,Gym,1,17
2590,12,32,Sat,AM,Class,1,22
2591,10,32,Sat,PM,Class,1,22
2592,14,32,Sat,AM,Class,1,22
2593,8,32,Sat,AM,Class,1,22
2594,34,32,Sat,AM,Class,1,22
2595,5,32,Sat,AM,Class,1,22
2596,11,32,Sun,AM,Gym,0,23
2597,11,32,Sun,AM,Class,1,23
2598,9,32,Sun,AM,Gym,1,23
2599,27,32,Sun,AM,Gym,1,23
2600,6,32,Sun,AM,Class,1,23
2601,19,32,Tue,AM,Gym,1,18
2602,21,32,Tue,AM,Gym,1,18
2603,21,32,Tue,PM,Gym,1,18
2604,24,4,Fri,AM,Class,0,7
2605,29,37,Fri.,AM,Class,1,7
2606,39,22,Mon,AM,Class,1,10
2607,23,4,Sat,AM,Class,1,15
2608,12,13,Sat,AM,Class,1,8
2609,7,20,Sun,AM,Class,1,16
2610,6,51,Mon,AM,Gym,1,10
2611,32,14,Sat,AM,Class,0,15
2612,13,5,Tue,AM,Gym,1,4
2613,22,19,Sat,AM,Gym,1,15
2614,41,31,Sat,AM,Gym,1,8
2615,6,43,Thu,AM,Class,1,6
2616,15,50,Fri,AM,Class,1,14
2617,14,51,Mon,AM,Gym,1,10
2618,30,37,Tue,AM,Gym,1,11
2619,16,39,Fri,AM,Class,1,7
2620,12,1,Sun,AM,Class,1,16
2621,44,30,Tue,AM,Class,1,11
2622,4,45,Mon,AM,Class,1,3
